"振込日","加盟店番号（V/M）","店舗番号（AKR）","店舗名","取引年月日","決済ブランド","決済ブランド（カード番号下４桁）","支払区分","金額（円）","税区分","備考"
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","PayPay","","一括","20612","課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","PayPay","","一括","1770","課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","PayPay","","一括","28508","課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","0160","一括","19360","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","8885","一括","30158","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","American Express","2002","一括","32773","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","JCB","7529","一括","18942","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","JCB","9965","一括","16352","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","0658","一括","21012","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","2891","一括","16577","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","4497","一括","12919","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","American Express","4608","一括","8348","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","1572","一括","19668","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","9206","一括","15512","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-07","Visa","5589","一括","14559","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","楽天ペイ","","一括","20660","課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","PayPay","","一括","35024","課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","Visa","4112","一括","18667","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","Mastercard(R)","4748","一括","16642","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","American Express","3007","一括","18058","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","Visa","8488","一括","21912","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","JCB","6632","一括","22462","非課税",""
"2025-12-15","046981968011","AKR5043754583","Ｃｒａｂ　Ｓｈｒｉｍｐ","2025-12-06","Visa","5095","一括","7029","非課税",""
