"振込日","加盟店番号（V/M）","店舗番号（AKR）","店舗名","取引年月日","決済ブランド","決済ブランド（カード番号下４桁）","支払区分","金額（円）","税区分","備考"
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Visa","8906","一括","19481","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Visa","5016","一括","10197","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Visa","9249","一括","44748","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Mastercard(R)","1127","一括","14806","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Visa","9959","一括","14036","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Mastercard(R)","1096","一括","15246","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Visa","8576","一括","29788","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Mastercard(R)","6430","一括","12534","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","American Express","2509","一括","11968","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-08","Mastercard(R)","7509","一括","19217","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","PayPay","","一括","9944","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","PayPay","","一括","20757","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","PayPay","","一括","17501","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","PayPay","","一括","18062","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","Visa","2903","一括","15004","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","Visa","0022","一括","14696","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","Visa","7818","一括","16412","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","Visa","7989","一括","41283","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","JCB","5746","一括","18458","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","Visa","6111","一括","24895","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","JCB","2199","一括","7524","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-07","Visa","4614","一括","30470","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-06","PayPay","","一括","9526","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-06","Visa","0325","一括","13387","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-06","Visa","0512","一括","6666","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-06","Visa","6688","一括","22308","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-06","Mastercard(R)","5881","一括","15488","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","PayPay","","一括","32342","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","PayPay","","一括","5690","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","PayPay","","一括","9009","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","PayPay","","一括","13706","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","PayPay","","一括","10400","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","American Express","2007","一括","15928","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","Mastercard(R)","9001","一括","47870","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","Visa","0237","一括","9440","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","American Express","1004","一括","11528","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","Mastercard(R)","3303","一括","3311","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","Visa","1008","一括","6282","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-05","JCB","8315","一括","11970","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","PayPay","","一括","14258","課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","QUICPay","6***","","54151","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","Visa","7005","一括","7678","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","Visa","0867","一括","15200","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","Visa","3395","一括","6820","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","Visa","0989","一括","3492","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-04","Visa","7150","一括","12828","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-03","Mastercard(R)","6987","一括","16654","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-03","American Express","1000","一括","9284","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-03","Mastercard(R)","1007","一括","13050","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","6261","一括","5368","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","6191","一括","14091","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","JCB","6956","一括","30065","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","7216","一括","15721","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","8130","一括","16368","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","1002","一括","13948","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","5659","一括","9570","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","6581","一括","14982","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","JCB","1111","一括","8778","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","JCB","4157","一括","12892","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","1256","一括","17815","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","1049","一括","15934","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","1079","一括","17142","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","1578","一括","15136","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-02","Visa","8221","一括","15435","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","6490","一括","13748","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","7143","一括","15060","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","0724","一括","14168","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","American Express","2002","一括","7711","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","0169","一括","16500","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","4262","一括","13964","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","5604","一括","19492","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-11-01","Visa","0013","一括","8558","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","American Express","7466","一括","18986","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","Visa","6113","一括","6864","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","Visa","0064","一括","14036","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","JCB","1016","一括","19492","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","JCB","1054","一括","9746","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","Visa","2115","一括","33352","非課税",""
"2025-11-17","045534248095","AKR5061995856","赤坂元気","2025-10-31","Visa","7924","一括","14300","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","QUICPay","2***","","12111","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","Visa","5365","一括","31438","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","Visa","2995","一括","15246","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","Visa","4700","一括","15246","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","JCB","7191","一括","16336","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","Visa","3294","一括","14234","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","Visa","0849","一括","16390","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-30","American Express","2006","一括","7436","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-29","Mastercard(R)","6009","一括","22000","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-29","Mastercard(R)","2726","一括","15004","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-29","Visa","5544","一括","14388","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-29","Visa","8145","一括","20592","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-28","Visa","9610","一括","7227","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-28","Visa","3518","一括","19250","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-28","American Express","1004","一括","21318","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Visa","9463","一括","13024","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Visa","8726","一括","23903","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Visa","7881","一括","15565","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Visa","6612","一括","13200","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","JCB","1081","一括","11341","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Visa","8970","一括","13310","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Visa","4686","一括","12342","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-27","Mastercard(R)","1024","一括","12408","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-26","Visa","8970","一括","18150","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-26","Visa","9750","一括","39684","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-26","Visa","9403","一括","7810","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-26","Visa","0872","一括","15136","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","iD","2***","一括","16500","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","iD","6***","一括","10176","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","0277","一括","14454","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Mastercard(R)","4940","一括","7106","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","9701","一括","9152","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","7934","一括","11913","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","1236","一括","17644","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","American Express","1004","一括","13948","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","0054","一括","14300","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","6232","一括","12276","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","7093","一括","11176","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","American Express","4003","一括","11649","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Visa","4401","一括","22814","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","Mastercard(R)","6067","一括","16368","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","JCB","5003","一括","12876","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-25","American Express","4009","一括","11563","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-24","Visa","3813","一括","15554","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-24","Mastercard(R)","9866","一括","18502","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-24","American Express","1007","一括","8382","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-24","Visa","6112","一括","26730","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-24","Mastercard(R)","8998","一括","11495","非課税",""
"2025-11-06","045534248095","AKR5061995856","赤坂元気","2025-10-24","Visa","5712","一括","47531","非課税",""
